movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
damnation alley,Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,Sci-Fi,George Peppard Jan-Michael Vincent Paul Winfield Jack Smight Sci-Fi
the apparition,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Horror Thriller,Julianna Guill Rick Gomez Tim Williams Todd Lincoln Horror Thriller
my girl,Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Comedy Drama Family Romance,Macaulay Culkin Jamie Lee Curtis Griffin Dunne Howard Zieff Comedy Drama Family Romance
fur: an imaginary portrait of diane arbus,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,Biography Drama Romance,Robert Downey Jr. Ty Burrell Matt Servitto Steven Shainberg Biography Drama Romance
the illusionist,Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,Rufus Sewell Eddie Marsan Jake Wood Neil Burger Drama Mystery Romance Thriller
wall street,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,Crime Drama,Hal Holbrook Tamara Tunie James Karen Oliver Stone Crime Drama
sense and sensibility,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,Drama Romance,Alan Rickman Kate Winslet Tom Wilkinson Ang Lee Drama Romance
becoming jane,Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,Biography Drama Romance,Anne Hathaway Julie Walters Laurence Fox Julian Jarrold Biography Drama Romance
sydney white,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,Comedy Romance,Danny Strong Matt Long Samm Levine Joe Nussbaum Comedy Romance
house of sand and fog,Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Drama,Frances Fisher Kim Dickens Ron Eldard Vadim Perelman Drama
dead poets society,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,Comedy Drama,Robin Williams Josh Charles Kurtwood Smith Peter Weir Comedy Drama
dumb & dumber,Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Comedy,Lauren Holly Mike Starr Teri Garr Peter Farrelly Comedy
when harry met sally...,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Comedy Drama Romance,Bruno Kirby Gretchen Palmer Harley Jane Kozak Rob Reiner Comedy Drama Romance
the verdict,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Drama,Charlotte Rampling James Mason Jack Warden Sidney Lumet Drama
road trip,Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Comedy,Ethan Suplee Rachel Blanchard Paulo Costanzo Todd Phillips Comedy
varsity blues,Brian Robbins,Paul Walker,Ron Lester,Mark Walters,Comedy Drama Romance Sport,Paul Walker Ron Lester Mark Walters Brian Robbins Comedy Drama Romance Sport
the artist,Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,Comedy Drama Romance,Bérénice Bejo Ed Lauter Beth Grant Michel Hazanavicius Comedy Drama Romance
moonrise kingdom,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Adventure Comedy Drama Romance,Bruce Willis Bill Murray Bob Balaban Wes Anderson Adventure Comedy Drama Romance
the texas chainsaw massacre: the beginning,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
the young messiah,Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Drama,Clive Russell Vincent Walsh Finn Ireland Cyrus Nowrasteh Drama
the master of disguise,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,Comedy Family,Jennifer Esposito Kenan Thompson James Brolin Perry Andelin Blake Comedy Family
pan's labyrinth,Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,Drama Fantasy War,Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro Drama Fantasy War
the messengers            ,unknown,Joel Courtney,Jessika Van,Riley Smith,Drama Fantasy Mystery Thriller,Joel Courtney Jessika Van Riley Smith unknown Drama Fantasy Mystery Thriller
see spot run,John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,Action Comedy Crime Family,Leslie Bibb Angus T. Jones Paul Sorvino John Whitesell Action Comedy Crime Family
baby boy,John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,Crime Drama Romance Thriller,Mo'Nique Snoop Dogg Angell Conwell John Singleton Crime Drama Romance Thriller
the roommate,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Drama Horror Thriller,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen Drama Horror Thriller
joe dirt,Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Adventure Comedy Drama,Brittany Daniel Erik Per Sullivan Fred Ward Dennie Gordon Adventure Comedy Drama
double impact,Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,Action Crime,Bolo Yeung Alonna Shaw Kamel Krifa Sheldon Lettich Action Crime
hot fuzz,Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,Action Comedy Mystery,Bill Bailey Joe Cornish Billie Whitelaw Edgar Wright Action Comedy Mystery
the women,Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,Comedy Drama,Jada Pinkett Smith Debi Mazar Debra Messing Diane English Comedy Drama
vicky cristina barcelona,Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Drama Romance,Scarlett Johansson Kevin Dunn Christopher Evan Welch Woody Allen Drama Romance
arn: the knight templar,Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Action Adventure Drama Romance War,Gustaf Skarsgård Michael Nyqvist Vincent Perez Peter Flinth Action Adventure Drama Romance War
bad moms,Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Comedy,Mila Kunis Jay Hernandez Jada Pinkett Smith Jon Lucas Comedy
boys and girls,Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Comedy Drama Romance,Alyson Hannigan Amanda Detmer Tsianina Joelson Robert Iscove Comedy Drama Romance
white oleander,Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Drama,Patrick Fugit Cole Hauser Marc Donato Peter Kosminsky Drama
jennifer's body,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Comedy Fantasy Horror,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama Comedy Fantasy Horror
drowning mona,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy Crime Mystery,Will Ferrell Jamie Lee Curtis Tracey Walter Nick Gomez Comedy Crime Mystery
radio days,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy,Mike Starr Don Pardo Julie Kavner Woody Allen Comedy
left behind,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action Drama Fantasy Mystery Thriller,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong Action Drama Fantasy Mystery Thriller
remember me,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,Drama Romance,Robert Pattinson Lena Olin Ruby Jerins Allen Coulter Drama Romance
how to deal,Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,Comedy Drama Romance,Dylan Baker Alexandra Holden Trent Ford Clare Kilner Comedy Drama Romance
my stepmother is an alien,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,Comedy Romance Sci-Fi,Jon Lovitz Alyson Hannigan Tony Jay Richard Benjamin Comedy Romance Sci-Fi
philadelphia,Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Drama,Denzel Washington Tom Hanks Jason Robards Jonathan Demme Drama
the thirteenth floor,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,Mystery Sci-Fi Thriller,Gretchen Mol Craig Bierko Brad William Henke Josef Rusnak Mystery Sci-Fi Thriller
the cookout,Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Comedy,Farrah Fawcett Vincent Pastore Jenifer Lewis Lance Rivera Comedy
meteor,Ronald Neame,Martin Landau,Karl Malden,Brian Keith,Action Drama Sci-Fi Thriller,Martin Landau Karl Malden Brian Keith Ronald Neame Action Drama Sci-Fi Thriller
duets,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,Comedy Drama Music,Lochlyn Munro Marian Seldes Huey Lewis Bruce Paltrow Comedy Drama Music
hollywood ending,Woody Allen,Woody Allen,Debra Messing,Treat Williams,Comedy Romance,Woody Allen Debra Messing Treat Williams Woody Allen Comedy Romance
detroit rock city,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,Comedy Music,Natasha Lyonne Lin Shaye Shannon Tweed Adam Rifkin Comedy Music
highlander,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Action Adventure Fantasy,Christopher Lambert Jon Polito Celia Imrie Russell Mulcahy Action Adventure Fantasy
things we lost in the fire,Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Drama,Alison Lohman Omar Benson Miller Robin Weigert Susanne Bier Drama
steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action Crime Sci-Fi
the immigrant,James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Drama Romance,Jeremy Renner Dagmara Dominczyk Angela Sarafyan James Gray Drama Romance
the white countess,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,Drama History Romance War,Vanessa Redgrave Natasha Richardson Lynn Redgrave James Ivory Drama History Romance War
soul plane,Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Comedy,Mo'Nique Snoop Dogg Tom Arnold Jessy Terrero Comedy
welcome to the sticks,Dany Boon,Dany Boon,Kad Merad,Michel Galabru,Comedy Romance,Dany Boon Kad Merad Michel Galabru Dany Boon Comedy Romance
good,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Drama Romance War,Viggo Mortensen Jodie Whittaker Steven Mackintosh Vicente Amorim Drama Romance War
enter the void,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Drama Fantasy,Paz de la Huerta Emily Alyn Lind Olly Alexander Gaspar Noé Drama Fantasy
hachi: a dog's tale,Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Drama Family,Cary-Hiroyuki Tagawa Sarah Roemer Joan Allen Lasse Hallström Drama Family
zulu,Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,Crime Drama Thriller,Orlando Bloom Tanya van Graan Conrad Kemp Jérôme Salle Crime Drama Thriller
the homesman,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,Drama Western,Barry Corbin Tim Blake Nelson Miranda Otto Tommy Lee Jones Drama Western
juwanna mann,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Comedy Drama Romance Sport,Vivica A. Fox Jenifer Lewis Kevin Pollak Jesse Vaughan Comedy Drama Romance Sport
lilyhammer            ,unknown,Steven Van Zandt,Trond Fausa,Tommy Karlsen,Comedy Crime Drama,Steven Van Zandt Trond Fausa Tommy Karlsen unknown Comedy Crime Drama
ararat,Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,Drama War,David Alpay Marie-Josée Croze Charles Aznavour Atom Egoyan Drama War
madison,William Bindley,Bruce Dern,Jake Lloyd,William Shockley,Drama Sport,Bruce Dern Jake Lloyd William Shockley William Bindley Drama Sport
slow burn,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,Drama Mystery Thriller,Mekhi Phifer LL Cool J Fisher Stevens Wayne Beach Drama Mystery Thriller
wasabi,Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,Action Comedy Crime Drama Thriller,Carole Bouquet Ryôko Hirosue Michel Muller Gérard Krawczyk Action Comedy Crime Drama Thriller
slither,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,Comedy Horror Sci-Fi,Dustin Milligan Gregg Henry Tania Saulnier James Gunn Comedy Horror Sci-Fi
beverly hills cop,Martin Brest,Judge Reinhold,Ronny Cox,James Russo,Action Comedy Crime,Judge Reinhold Ronny Cox James Russo Martin Brest Action Comedy Crime
home alone,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,Comedy Family,Macaulay Culkin Devin Ratray Catherine O'Hara Chris Columbus Comedy Family
3 men and a baby,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,Comedy Drama Family,Tom Selleck Ted Danson Steve Guttenberg Leonard Nimoy Comedy Drama Family
tootsie,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,Comedy Drama Romance,Bill Murray Sydney Pollack Teri Garr Sydney Pollack Comedy Drama Romance
top gun,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,Action Drama Romance,Tom Cruise Tom Skerritt Adrian Pasdar Tony Scott Action Drama Romance
"crouching tiger, hidden dragon",Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,Action Drama Romance,Chen Chang Pei-Pei Cheng Sihung Lung Ang Lee Action Drama Romance
american beauty,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,Drama,Kevin Spacey Peter Gallagher Ara Celi Sam Mendes Drama
the king's speech,Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,Biography Drama History Romance,Colin Firth Jennifer Ehle Derek Jacobi Tom Hooper Biography Drama History Romance
twins,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,Comedy Crime,Kelly Preston Tony Jay Hugh O'Brian Ivan Reitman Comedy Crime
scream: the tv series            ,unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,Crime Drama Horror Mystery Thriller,Bex Taylor-Klaus Bobby Campo Jason Wiles unknown Crime Drama Horror Mystery Thriller
the yellow handkerchief,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,Drama Romance,Kristen Stewart Eddie Redmayne William Hurt Udayan Prasad Drama Romance
the color purple,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Drama,Oprah Winfrey Rae Dawn Chong Dana Ivey Steven Spielberg Drama
tidal wave,JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,Action Comedy Drama Thriller,Nicole Dionne Ji-won Ha Kyung-gu Sol JK Youn Action Comedy Drama Thriller
the imitation game,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,Biography Drama Thriller War,Benedict Cumberbatch Rory Kinnear Allen Leech Morten Tyldum Biography Drama Thriller War
private benjamin,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,Comedy War,Eileen Brennan Albert Brooks Alan Oppenheimer Howard Zieff Comedy War
coal miner's daughter,Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,Biography Drama Music Musical,Sissy Spacek Beverly D'Angelo Levon Helm Michael Apted Biography Drama Music Musical
diary of a wimpy kid,Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Comedy Family,Chloë Grace Moretz Zachary Gordon Rachael Harris Thor Freudenthal Comedy Family
mama,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,Fantasy Horror,Javier Botet Megan Charpentier Isabelle Nélisse Andrés Muschietti Fantasy Horror
national lampoon's vacation,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,Adventure Comedy,Beverly D'Angelo Randy Quaid Jane Krakowski Harold Ramis Adventure Comedy
bad grandpa,Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,Comedy,Jackson Nicoll Georgina Cates Grasie Mercedes Jeff Tremaine Comedy
the queen,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,Biography Drama,Roger Allam Sylvia Syms Alex Jennings Stephen Frears Biography Drama
beetlejuice,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Comedy Fantasy,Catherine O'Hara Jeffrey Jones Glenn Shadix Tim Burton Comedy Fantasy
why did i get married?,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,Comedy Drama,Michael Jai White Tasha Smith Lamman Rucker Tyler Perry Comedy Drama
little women,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance,Christian Bale Kirsten Dunst Eric Stoltz Gillian Armstrong Drama Family Romance
the woman in black,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,Drama Fantasy Horror Thriller,Daniel Radcliffe Roger Allam Jessica Raine James Watkins Drama Fantasy Horror Thriller
when a stranger calls,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,Horror Thriller,Madeline Carroll Tessa Thompson Brian Geraghty Simon West Horror Thriller
the deer hunter,Michael Cimino,Robert De Niro,Meryl Streep,John Savage,Drama War,Robert De Niro Meryl Streep John Savage Michael Cimino Drama War
wag the dog,Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,Comedy Drama,Robert De Niro Kirsten Dunst John Michael Higgins Barry Levinson Comedy Drama
the lizzie mcguire movie,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,Adventure Comedy Family Music Romance,Clayton Snyder Adam Lamberg Alex Borstein Jim Fall Adventure Comedy Family Music Romance
krampus,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,Comedy Fantasy Horror,Adam Scott Conchata Ferrell Allison Tolman Michael Dougherty Comedy Fantasy Horror
the faculty,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,Horror Mystery Sci-Fi,Jordana Brewster Salma Hayek Clea DuVall Robert Rodriguez Horror Mystery Sci-Fi
what's love got to do with it,Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,Biography Drama Music,Rae'Ven Kelly Virginia Capers Dororthy Thorton Brian Gibson Biography Drama Music
cop land,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,Crime Drama Thriller,Robert De Niro Sylvester Stallone Janeane Garofalo James Mangold Crime Drama Thriller
not another teen movie,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Comedy,Chris Evans JoAnna Garcia Swisher Mia Kirshner Joel Gallen Comedy
end of watch,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,Crime Drama Thriller,Jake Gyllenhaal Anna Kendrick America Ferrera David Ayer Crime Drama Thriller
aloha,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,Comedy Drama Romance,Emma Stone Bradley Cooper Bill Murray Cameron Crowe Comedy Drama Romance
the skulls,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,Action Crime Drama Thriller,Paul Walker Leslie Bibb William Petersen Rob Cohen Action Crime Drama Thriller
the theory of everything,James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,Biography Drama Romance,Eddie Redmayne Emily Watson Simon McBurney James Marsh Biography Drama Romance
malibu's most wanted,John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,Comedy Crime,Greg Grunberg Regina Hall Blair Underwood John Whitesell Comedy Crime
where the heart is,Matt Williams,Natalie Portman,James Frain,Stockard Channing,Comedy Drama Romance,Natalie Portman James Frain Stockard Channing Matt Williams Comedy Drama Romance
lawrence of arabia,David Lean,Claude Rains,José Ferrer,Jack Hawkins,Adventure Biography Drama History War,Claude Rains José Ferrer Jack Hawkins David Lean Adventure Biography Drama History War
wild,Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Adventure Biography Drama,Michiel Huisman Kevin Rankin Gaby Hoffmann Jean-Marc Vallée Adventure Biography Drama
the wedding date,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,Comedy Romance,Jack Davenport Debra Messing Holland Taylor Clare Kilner Comedy Romance
halloween: resurrection,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Comedy Horror Thriller,Jamie Lee Curtis Thomas Ian Nicholas Bianca Kajlich Rick Rosenthal Comedy Horror Thriller
clash of the titans,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy
the princess bride,Rob Reiner,Robin Wright,Carol Kane,André the Giant,Adventure Family Fantasy Romance,Robin Wright Carol Kane André the Giant Rob Reiner Adventure Family Fantasy Romance
the great debaters,Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,Biography Drama,Denzel Washington Jurnee Smollett-Bell John Heard Denzel Washington Biography Drama
drive,Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,Crime Drama,Ryan Gosling Albert Brooks Russ Tamblyn Nicolas Winding Refn Crime Drama
confessions of a teenage drama queen,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,Comedy Family Music Romance,Adam Garcia Carol Kane Glenne Headly Sara Sugarman Comedy Family Music Romance
