movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres
drowning mona,Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy Crime Mystery
radio days,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy
left behind,Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action Drama Fantasy Mystery Thriller
remember me,Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,Drama Romance
how to deal,Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,Comedy Drama Romance
my stepmother is an alien,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,Comedy Romance Sci-Fi
philadelphia,Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Drama
the thirteenth floor,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,Mystery Sci-Fi Thriller
the cookout,Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Comedy
meteor,Ronald Neame,Martin Landau,Karl Malden,Brian Keith,Action Drama Sci-Fi Thriller
duets,Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,Comedy Drama Music
hollywood ending,Woody Allen,Woody Allen,Debra Messing,Treat Williams,Comedy Romance
detroit rock city,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,Comedy Music
highlander,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Action Adventure Fantasy
things we lost in the fire,Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Drama
steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi
the immigrant,James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Drama Romance
the white countess,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,Drama History Romance War
trance,Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Crime Drama Mystery Thriller
soul plane,Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Comedy
welcome to the sticks,Dany Boon,Dany Boon,Kad Merad,Michel Galabru,Comedy Romance
good,Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Drama Romance War
enter the void,Gaspar Noé,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Drama Fantasy
vamps,Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,Comedy Horror Romance
hachi: a dog's tale,Lasse Hallström,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Drama Family
zulu,Jérôme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,Crime Drama Thriller
the homesman,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,Drama Western
juwanna mann,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Comedy Drama Romance Sport
lilyhammer            ,unknown,Steven Van Zandt,Trond Fausa,Tommy Karlsen,Comedy Crime Drama
ararat,Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,Drama War
madison,William Bindley,Bruce Dern,Jake Lloyd,William Shockley,Drama Sport
slow burn,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,Drama Mystery Thriller
wasabi,Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,Action Comedy Crime Drama Thriller
slither,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,Comedy Horror Sci-Fi
beverly hills cop,Martin Brest,Judge Reinhold,Ronny Cox,James Russo,Action Comedy Crime
home alone,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,Comedy Family
3 men and a baby,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,Comedy Drama Family
tootsie,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,Comedy Drama Romance
top gun,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,Action Drama Romance
"crouching tiger, hidden dragon",Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,Action Drama Romance
american beauty,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,Drama
the king's speech,Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,Biography Drama History Romance
twins,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,Comedy Crime
scream: the tv series            ,unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,Crime Drama Horror Mystery Thriller
the yellow handkerchief,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,Drama Romance
the color purple,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,Drama
tidal wave,JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,Action Comedy Drama Thriller
ben-hur,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History
the imitation game,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,Biography Drama Thriller War
private benjamin,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,Comedy War
coal miner's daughter,Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,Biography Drama Music Musical
diary of a wimpy kid,Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,Comedy Family
mama,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,Fantasy Horror
halloween,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller
national lampoon's vacation,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,Adventure Comedy
bad grandpa,Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,Comedy
the queen,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,Biography Drama
beetlejuice,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,Comedy Fantasy
why did i get married?,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,Comedy Drama
little women,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,Drama Family Romance
the woman in black,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,Drama Fantasy Horror Thriller
when a stranger calls,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,Horror Thriller
big fat liar,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family
the deer hunter,Michael Cimino,Robert De Niro,Meryl Streep,John Savage,Drama War
wag the dog,Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,Comedy Drama
the lizzie mcguire movie,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,Adventure Comedy Family Music Romance
snitch,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Action Drama Thriller
krampus,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,Comedy Fantasy Horror
the faculty,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,Horror Mystery Sci-Fi
what's love got to do with it,Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,Biography Drama Music
cop land,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,Crime Drama Thriller
not another teen movie,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,Comedy
end of watch,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,Crime Drama Thriller
aloha,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,Comedy Drama Romance
the skulls,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,Action Crime Drama Thriller
the theory of everything,James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,Biography Drama Romance
malibu's most wanted,John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,Comedy Crime
where the heart is,Matt Williams,Natalie Portman,James Frain,Stockard Channing,Comedy Drama Romance
lawrence of arabia,David Lean,Claude Rains,José Ferrer,Jack Hawkins,Adventure Biography Drama History War
halloween ii,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,Horror
wild,Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,Adventure Biography Drama
the last house on the left,Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller
the wedding date,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,Comedy Romance
halloween: resurrection,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Comedy Horror Thriller
clash of the titans,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy
the princess bride,Rob Reiner,Robin Wright,Carol Kane,André the Giant,Adventure Family Fantasy Romance
the great debaters,Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,Biography Drama
drive,Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,Crime Drama
confessions of a teenage drama queen,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,Comedy Family Music Romance
the object of my affection,Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,Comedy Drama Romance
28 weeks later,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,Drama Horror Sci-Fi
when the game stands tall,Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,Drama Family Sport
because of winn-dixie,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,Comedy Drama Family
love & basketball,Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,Drama Romance Sport
grosse pointe blank,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,Action Comedy Crime Romance Thriller
all about steve,Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,Comedy Romance
book of shadows: blair witch 2,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,Adventure Fantasy Horror Mystery Thriller
the craft,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,Drama Fantasy Horror Thriller
match point,Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton,Drama Romance Thriller
ramona and beezus,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,Adventure Comedy Family Fantasy
the remains of the day,James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,Drama Romance
boogie nights,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,Drama
nowhere to run,Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,Action Crime Drama Romance Thriller
flicka,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,Adventure Drama Family
the hills have eyes ii,Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,Horror
urban legends: final cut,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,Horror Mystery Thriller
tuck everlasting,Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,Drama Family Fantasy Romance
the marine,John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,Action Drama Thriller
keanu,Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,Action Comedy
country strong,Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,Drama Music
disturbing behavior,David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,Horror Mystery Sci-Fi Thriller
the place beyond the pines,Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,Crime Drama Thriller
the november man,Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,Action Crime Thriller
eye of the beholder,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,Drama Mystery Thriller
the hurt locker,Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,Drama History Thriller War
firestarter,Mark L. Lester,Heather Locklear,George C. Scott,David Keith,Action Horror Sci-Fi Thriller
killing them softly,Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,Crime Thriller
a most wanted man,Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,Crime Drama Thriller
freddy got fingered,Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,Comedy
the pirates who don't do anything: a veggietales movie,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,Adventure Animation Comedy Family
u2 3d,Catherine Owens,Bono,The Edge,Larry Mullen Jr.,Documentary Music
highlander: endgame,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,Action Adventure Fantasy Sci-Fi
idlewild,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,Crime Drama Musical Romance
one day,Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,Drama Romance
whip it,Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat,Drama Sport
knockaround guys,Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage,Crime Drama Thriller
confidence,James Foley,Louis Lombardi,Brian Van Holt,Leland Orser,Crime Thriller
the muse,Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,Comedy
de-lovely,Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,Biography Drama Music Musical
new york stories,Woody Allen,Woody Allen,Larry David,Mia Farrow,Comedy Drama Romance
barney's great adventure,Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,Adventure Family
the man with the iron fists,RZA,Rick Yune,RZA,Daniel Wu,Action
home fries,Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall,Comedy Drama Romance
here on earth,Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,Drama Romance
brazil,Terry Gilliam,Robert De Niro,Bob Hoskins,Jim Broadbent,Drama Sci-Fi
raise your voice,Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,Family Music Romance
the dead zone            ,unknown,David Ogden Stiers,Nicole de Boer,Chris Bruno,Drama Fantasy Mystery Sci-Fi
the big lebowski,Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,Comedy Crime
black snake moan,Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,Drama Music
dark blue,Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,Crime Drama Romance Thriller
a mighty heart,Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,Biography Drama History Thriller War
whatever it takes,David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,Comedy Drama Romance
boat trip,Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,Comedy
the importance of being earnest,Oliver Parker,Colin Firth,Tom Wilkinson,Rupert Everett,Comedy Drama Romance
the love letter,Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,Fantasy Romance
hoot,Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,Adventure Comedy Family
in bruges,Martin McDonagh,Elizabeth Berrington,Anna Madeley,Eric Godon,Comedy Crime Drama
peeples,Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,Comedy Romance
the rocker,Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,Comedy Music
post grad,Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,Comedy Romance
promised land,Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,Drama
whatever works,Woody Allen,Larry David,Michael McKean,Conleth Hill,Comedy Romance
the in crowd,Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,Drama Mystery Thriller
three burials,Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,Adventure Crime Drama Mystery Western
jakob the liar,Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,Drama War
kiss kiss bang bang,Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,Comedy Crime Mystery
idle hands,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,Comedy Fantasy Horror Thriller
mulholland drive,David Lynch,Naomi Watts,Robert Forster,Laura Harring,Drama Mystery Thriller
blood and chocolate,Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,Drama Fantasy Horror Romance
you will meet a tall dark stranger,Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,Comedy Drama Romance
never let me go,Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,Drama Romance Sci-Fi
the company            ,unknown,Anna Silk,Tom Hollander,Alessandro Nivola,Drama History Thriller
transsiberian,Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,Crime Drama Mystery Thriller
the clan of the cave bear,Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure Drama Fantasy
crazy in alabama,Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,Comedy Crime Drama
funny games,Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Crime Drama Horror Thriller
listening,Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Drama Sci-Fi Thriller
felicia's journey,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,Drama Thriller
metropolis,Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,Drama Sci-Fi
district b13,Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Action Crime Thriller
things to do in denver when you're dead,Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,Crime Drama
the assassin,Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,Action Drama
buffalo soldiers,Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,Comedy Crime Drama Thriller War
the return,Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Drama Mystery Thriller
ong-bak 2,Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Action
centurion,Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,Action Adventure Drama History Thriller War
silent trigger,Russell Mulcahy,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Action Drama Thriller
the midnight meat train,Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,Fantasy Horror Mystery
winnie mandela,Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Biography Drama History
the son of no one,Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,Crime Drama Thriller
all the queen's men,Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,Action Comedy Drama War
the good night,Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy Drama Fantasy Music Romance
bathory: countess of blood,Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,Biography Drama Fantasy History
khumba,Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family
automata,Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Action Sci-Fi Thriller
dungeons & dragons: wrath of the dragon god,Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy
chiamatemi francesco - il papa della gente,Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Biography
shinjuku incident,Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Action Crime Drama Thriller
pandaemonium,Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama
groundhog day,Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance
magic mike xxl,Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music
romeo + juliet,Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance
sarah's key,Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War
freedom,Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music
unforgiven,Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western
manderlay,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama
slumdog millionaire,Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance
fatal attraction,Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller
pretty woman,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance
towering inferno            ,John Blanchard,Martin Short,Andrea Martin,Joe Flaherty,Comedy
crocodile dundee ii,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy
broken horses,Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,Action Crime Drama Mystery Thriller
born on the fourth of july,Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War
cool runnings,Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport
my bloody valentine,Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller
the possession,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller
first blood,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama
stomp the yard,Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance
the spy who loved me,Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller
ghost hunters            ,unknown,Amy Bruni,Steve Gonsalves,Jason Hawes,Documentary
urban legend,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller
dangerous liaisons,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance
